Ramo,NoLAG,AñoMes,AñoSusc,Fecha Inicio,Fecha Fin,Llave,Prima Dev,LAG,Ind Sin SONR Media,Ind Sin SONR 99.5%,Factor_Ret,BEL_RIESGO,IRR,Desviacion,MR,mes
10,10,202601,2017,201601,201701,202601-10,412356997.759249,0.0,0.852911,1.251134,0.955551279,0.0,0.0,0.0,0.0,202601
10,9,202601,2018,201701,201801,202601-10,697890820.7416373,0.003197,0.852911,1.251134,0.955551279,1902978.3087172008,84584.95191322267,888498.0156573076,19178.19468800253,202601
10,8,202601,2019,201801,201901,202601-10,339847257.9544744,0.0065389999999999,0.852911,1.251134,0.955551279,1895391.0392103845,84247.70748776238,884955.5297181968,19101.730268473675,202601
10,7,202601,2020,201901,202001,202601-10,317949406.7903762,0.008766,0.852911,1.251134,0.955551279,2377186.2025750657,105662.8862833085,1109905.044193416,23957.256682211155,202601
10,6,202601,2021,202001,202101,202601-10,637259625.3454657,-0.001943,0.852911,1.251134,0.955551279,-1056070.5212002257,-46940.98395315339,-493077.90750021685,-10643.06722102952,202601
10,5,202601,2022,202101,202201,202601-10,691914897.6614323,0.0148589999999999,0.852911,1.251134,0.955551279,8768917.411543239,389767.1634977273,4094195.7582643246,88373.05425459964,202601
10,4,202601,2023,202201,202301,202601-10,741841405.2085454,0.047973,0.852911,1.251134,0.955551279,30353701.7816172,1349183.2218083048,14172102.581137944,305904.2762614765,202601
10,3,202601,2024,202301,202401,202601-10,984327697.6744297,0.1280289999999999,0.852911,1.251134,0.955551279,107485968.65546054,4777613.832181308,50185054.35606232,1083242.4225016744,202601
10,2,202601,2025,202401,202501,202601-10,643355224.8817774,0.362144,0.852911,1.251134,0.955551279,198717375.2154514,8832733.168803908,92780875.50802216,2002671.5450791456,202601
10,1,202601,2026,202501,202601,202601-10,334231492.9747444,0.89235,0.852911,1.251134,0.955551279,254381961.87980396,11306952.851028033,118770596.23531784,2563658.6437685555,202601
31,10,202601,2017,201601,201701,202601-31,12362372.00617,0.0,0.481196,2.76934,0.623312554,0.0,0.0,0.0,0.0,202601
31,9,202601,2018,201701,201801,202601-31,15501926.097490398,0.035973,0.481196,2.76934,0.623312554,268339.32834426686,101080.0562553573,1275985.3035248923,27542.09254133985,202601
31,8,202601,2019,201801,201901,202601-31,14941743.862503825,0.0223919999999999,0.481196,2.76934,0.623312554,160996.4060453776,60645.325008412256,765556.9882424095,16524.517451411644,202601
31,7,202601,2020,201901,202001,202601-31,26444505.56673603,0.039684,0.481196,2.76934,0.623312554,504978.51509262674,190219.06713511405,2401232.677408173,51830.51280588278,202601
31,6,202601,2021,202001,202101,202601-31,14916080.927645992,0.072652,0.481196,2.76934,0.623312554,521463.9785479822,196428.93426023825,2479623.009606676,53522.56504017831,202601
31,5,202601,2022,202101,202201,202601-31,25555150.845206566,0.044421,0.481196,2.76934,0.623312554,546246.6524189736,205764.2563857529,2597467.560521201,56066.23503215573,202601
31,4,202601,2023,202201,202301,202601-31,41529637.54258912,0.041003,0.481196,2.76934,0.623312554,819399.6658310934,308657.5673751681,3896342.506948149,84102.39961437651,202601
31,3,202601,2024,202301,202401,202601-31,53854528.45079826,0.0122569999999999,0.481196,2.76934,0.623312554,317635.0520727323,119649.13652535457,1510392.3112201889,32601.75857389339,202601
31,2,202601,2025,202401,202501,202601-31,48029955.230203785,0.599163,0.481196,2.76934,0.623312554,13847748.806875857,5216273.130911614,65847686.48525787,1421319.7203761723,202601
31,1,202601,2026,202501,202601,202601-31,2210560.0055616777,0.977259,0.481196,2.76934,0.623312554,1039522.743462024,391575.1672936231,4943053.824878365,106695.62220311882,202601
35,10,202601,2017,201601,201701,202601-35,36395685.2855,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,9,202601,2018,201701,201801,202601-35,49278923.455600016,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,8,202601,2019,201801,201901,202601-35,627489.4221000001,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,7,202601,2020,201901,202001,202601-35,20212357.2711,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,6,202601,2021,202001,202101,202601-35,39997474.97940001,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,5,202601,2022,202101,202201,202601-35,118427248.3795,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,4,202601,2023,202201,202301,202601-35,81689148.374138,0.0,0.9646,1.30357,0.991118599,0.0,0.0,0.0,0.0,202601
35,3,202601,2024,202301,202401,202601-35,128226569.89457633,0.0054269999999999,0.9646,1.30357,0.991118599,671251.2447613083,5961.651476474336,235884.3400754101,5091.55419381606,202601
35,2,202601,2025,202401,202501,202601-35,98712195.02902946,0.016471,0.9646,1.30357,0.991118599,1568332.109146106,13928.986362502354,551127.4466486165,11896.064238150851,202601
35,1,202601,2026,202501,202601,202601-35,63617305.607477605,0.814578,0.9646,1.30357,0.991118599,49986785.04925157,443952.6827232085,17565851.677529335,379158.2168959712,202601
40,10,202601,2017,201601,201701,202601-40,64630632.28019974,0.0,0.449696,1.197789,0.66622296,0.0,0.0,0.0,0.0,202601
40,9,202601,2018,201701,201801,202601-40,103106374.06248626,0.012402,0.449696,1.197789,0.66622296,575037.6305289892,191934.35820657964,956605.4092883264,20648.29009815581,202601
40,8,202601,2019,201801,201901,202601-40,77643680.02069728,0.022888,0.449696,1.197789,0.66622296,799158.605742487,266740.7939152543,1329442.4652336563,28695.963272227484,202601
40,7,202601,2020,201901,202001,202601-40,116462630.0584059,0.0333139999999999,0.449696,1.197789,0.66622296,1744746.7558330174,582356.4077115472,2902478.195962137,62649.87758995049,202601
40,6,202601,2021,202001,202101,202601-40,329924420.43121123,0.040564,0.449696,1.197789,0.66622296,6018305.937193377,2008772.341530831,10011769.158437712,216103.64312385223,202601
40,5,202601,2022,202101,202201,202601-40,316811880.2994045,0.064007,0.449696,1.197789,0.66622296,9119015.543927012,3043718.015965948,15169963.031254426,327443.0547917067,202601
40,4,202601,2023,202201,202301,202601-40,348929982.67712665,0.081393,0.449696,1.197789,0.66622296,12771572.396761391,4262857.630736723,21246183.886470903,458598.0427321509,202601
40,3,202601,2024,202301,202401,202601-40,398966682.4022467,0.354678,0.449696,1.197789,0.66622296,63634099.81116459,21239601.478035077,105858679.26339915,2284955.424268862,202601
40,2,202601,2025,202401,202501,202601-40,252294461.9876787,0.6910700000000001,0.449696,1.197789,0.66622296,78405906.87793218,26170091.51623184,130432358.95812486,2815377.333019456,202601
40,1,202601,2026,202501,202601,202601-40,100074421.3164646,0.962003,0.449696,1.197789,0.66622296,43293085.43273326,14450237.908204826,72020329.646316,1554555.9799920851,202601
50,10,202601,2017,201601,201701,202601-50,203725745.674151,0.0,0.753041,1.439586,0.858942649,0.0,0.0,0.0,0.0,202601
50,9,202601,2018,201701,201801,202601-50,318617437.4907067,0.0014049999999999,0.753041,1.439586,0.858942649,337104.4512123396,47551.06089832138,307337.0181139881,6633.857436203433,202601
50,8,202601,2019,201801,201901,202601-50,354776737.1085032,0.003846,0.753041,1.439586,0.858942649,1027502.8555068072,144936.83094272605,936770.9698859972,20220.1645045338,202601
50,7,202601,2020,201901,202001,202601-50,443118910.5625007,0.030989,0.753041,1.439586,0.858942649,10340617.379612977,1458620.0952727683,9427506.814219134,203492.36342616705,202601
50,6,202601,2021,202001,202101,202601-50,579497601.5415921,0.084207,0.753041,1.439586,0.858942649,36746709.87129454,5183393.552410361,33501854.385867324,723136.2079587225,202601
50,5,202601,2022,202101,202201,202601-50,676568412.0885186,0.096612,0.753041,1.439586,0.858942649,49222244.40353265,6943159.405836892,44875758.13803409,968641.472661294,202601
50,4,202601,2023,202201,202301,202601-50,1098447401.7782605,0.2064169999999999,0.753041,1.439586,0.858942649,170743173.9185566,24084579.814283893,155665989.41879055,3360044.2530707563,202601
50,3,202601,2024,202301,202401,202601-50,1147179777.2263737,0.357592,0.753041,1.439586,0.858942649,308914219.22089064,43574621.44953214,281636076.4354217,6079103.621911681,202601
50,2,202601,2025,202401,202501,202601-50,1321884565.618955,0.577176,0.753041,1.439586,0.858942649,574540196.0342894,81043118.09561759,523806404.81243545,11306340.625739956,202601
50,1,202601,2026,202501,202601,202601-50,251510994.71606013,0.908515,0.753041,1.439586,0.858942649,172071006.61940533,24271880.37763679,156876570.11971414,3386174.589839911,202601
60,10,202601,2017,201601,201701,202601-60,629311727.6029998,0.0,0.482493,0.680425,0.766252133,0.0,0.0,0.0,0.0,202601
60,9,202601,2018,201701,201801,202601-60,821802728.5220299,8.300000000005525e-05,0.482493,0.680425,0.766252133,32910.66730312263,7692.798283651559,13500.867785940243,291.4156996334921,202601
60,8,202601,2019,201801,201901,202601-60,1146296617.6394944,0.002769,0.482493,0.680425,0.766252133,1531478.7801052865,357979.89820537285,628255.0376975406,13560.86025444654,202601
60,7,202601,2020,201901,202001,202601-60,1746844558.6672084,0.01336,0.482493,0.680425,0.766252133,11260346.029177465,2632081.8660021527,4619306.000806547,99707.53816640524,202601
60,6,202601,2021,202001,202101,202601-60,2347528265.357632,0.016625,0.482493,0.680425,0.766252133,18830571.507480957,4401605.924264648,7724822.286786998,166739.9849358386,202601
60,5,202601,2022,202101,202201,202601-60,3414418517.828009,0.058915,0.482493,0.680425,0.766252133,97058517.19353768,22687221.368172266,39816093.54985729,859428.8117233169,202601
60,4,202601,2023,202201,202301,202601-60,3695302646.977006,0.1302689999999999,0.482493,0.680425,0.766252133,232264111.4167768,54291240.62432193,95281175.27289608,2056640.417067728,202601
60,3,202601,2024,202301,202401,202601-60,4474397220.79178,0.301582,0.482493,0.680425,0.766252133,651074926.4405605,152187375.31266296,267088978.161824,5765105.078391953,202601
60,2,202601,2025,202401,202501,202601-60,2714823231.505807,0.6132219999999999,0.482493,0.680425,0.766252133,803249199.0056722,187757786.9370345,329515081.9961961,7112570.071955672,202601
60,1,202601,2026,202501,202601,202601-60,665863393.992785,0.922701,0.482493,0.680425,0.766252133,296440234.65927243,69292272.54458442,121607999.54938018,2624903.8825946823,202601
80,10,202601,2017,201601,201701,202601-80,132540439.44213,0.0,1.334423,2.994466,0.916708906,0.0,0.0,0.0,0.0,202601
80,9,202601,2018,201701,201801,202601-80,161584633.76001,1.0000000000287557e-06,1.334423,2.994466,0.916708906,215.62225174213415,17.959413238345764,268.2374401885817,5.789894586024834,202601
80,8,202601,2019,201801,201901,202601-80,280873123.58252424,0.011437,1.334423,2.994466,0.916708906,4286628.272149189,357037.9583586358,5332632.348800462,115104.65930436132,202601
80,7,202601,2020,201901,202001,202601-80,446440508.6718589,0.0118679999999999,1.334423,2.994466,0.916708906,7070248.051097876,588888.69502731,8795498.717789391,189850.4935467429,202601
80,6,202601,2021,202001,202101,202601-80,447838762.8985922,0.013291,1.334423,2.994466,0.916708906,7942785.938086094,661563.3301910071,9880949.441832354,213279.90469126747,202601
80,5,202601,2022,202101,202201,202601-80,718265610.7889132,0.01736,1.334423,2.994466,0.916708906,16639041.823890677,1385883.99662361,20699227.23638378,446792.00497357664,202601
80,4,202601,2023,202201,202301,202601-80,417321364.3996396,0.084125,1.334423,2.994466,0.916708906,46847801.47526665,3902004.6363697737,58279394.84286923,1257958.4432370972,202601
80,3,202601,2024,202301,202401,202601-80,221574535.3170381,0.1228019999999999,1.334423,2.994466,0.916708906,36309377.72247226,3024247.792963943,45169431.52399653,974980.40113544,202601
80,2,202601,2025,202401,202501,202601-80,171497112.12540978,0.250865,1.334423,2.994466,0.916708906,57410377.69601989,4781773.165254696,71419404.20813638,1541585.0280672729,202601
80,1,202601,2026,202501,202601,202601-80,46910617.42821545,0.879414,1.334423,2.994466,0.916708906,55050091.23595367,4585182.323842394,68483171.08263741,1478206.5516521938,202601
90,10,202601,2017,201601,201701,202601-90,203444373.78152785,0.0,0.699522,1.112074,0.882909806,0.0,0.0,0.0,0.0,202601
90,9,202601,2018,201701,201801,202601-90,189751951.6826765,0.011488,0.699522,1.112074,0.882909806,1524867.3165902137,178547.00992380752,899309.9018957601,19411.56882679808,202601
90,8,202601,2019,201801,201901,202601-90,146234744.862175,0.014314,0.699522,1.112074,0.882909806,1464242.3449920823,171448.42023813783,863555.5535225106,18639.81262480188,202601
90,7,202601,2020,201901,202001,202601-90,142307634.72304428,0.023737,0.699522,1.112074,0.882909806,2362954.7646710807,276678.8318085612,1393582.6379650445,30080.4263754508,202601
90,6,202601,2021,202001,202101,202601-90,162174321.49618298,0.06791,0.699522,1.112074,0.882909806,7704016.383557452,902064.7729299203,4543541.685707375,98072.16840781312,202601
90,5,202601,2022,202101,202201,202601-90,176454327.5100278,0.079551,0.699522,1.112074,0.882909806,9819273.002921855,1149740.5808510825,5791041.190843772,124999.39611241657,202601
90,4,202601,2023,202201,202301,202601-90,207808887.2541892,0.1419939999999999,0.699522,1.112074,0.882909806,20641225.95570455,2416885.151551281,12173425.639905283,262762.9131724164,202601
90,3,202601,2024,202301,202401,202601-90,498563103.1910893,0.223511,0.699522,1.112074,0.882909806,77950770.81669249,9127270.87737606,45972458.9104676,992313.7156574166,202601
90,2,202601,2025,202401,202501,202601-90,452571052.7314736,0.478565,0.699522,1.112074,0.882909806,151505738.62502983,17739836.327718034,89352437.06592976,1928668.8362834053,202601
90,1,202601,2026,202501,202601,202601-90,160827232.28864962,0.895567,0.699522,1.112074,0.882909806,100753246.27072749,11797217.151969254,59420508.94107857,1282589.346121549,202601
110,10,202601,2017,201601,201701,202601-110,281722380.9350306,0.0,0.686693,1.604784,0.834436992,0.0,0.0,0.0,0.0,202601
110,9,202601,2018,201701,201801,202601-110,590682888.7430351,0.004197,0.686693,1.604784,0.834436992,1702377.9272476516,281850.8103879264,2276035.8029057,49128.14319871875,202601
110,8,202601,2019,201801,201901,202601-110,569443684.9256756,0.0152889999999999,0.686693,1.604784,0.834436992,5978503.419774144,989819.009516094,7993106.356354097,172530.88601516298,202601
110,7,202601,2020,201901,202001,202601-110,622880889.0000352,0.0260709999999999,0.686693,1.604784,0.834436992,11151295.288250629,1846241.991019001,14908996.949852856,321810.1121988278,202601
110,6,202601,2021,202001,202101,202601-110,887433780.5533539,0.029061,0.686693,1.604784,0.834436992,17709615.455485445,2932057.2053334606,23677303.48662661,511073.6635888981,202601
110,5,202601,2022,202101,202201,202601-110,973743942.4919984,0.047537,0.686693,1.604784,0.834436992,31786240.11884554,5262625.5270863455,42497391.08590159,917304.513476772,202601
110,4,202601,2023,202201,202301,202601-110,1218944787.3059309,0.088481,0.686693,1.604784,0.834436992,74062211.6992045,12261962.54805309,99019285.18440464,2137327.372339121,202601
110,3,202601,2024,202301,202401,202601-110,1168604665.684127,0.2514229999999999,0.686693,1.604784,0.834436992,201760079.49513212,33404005.6555332,269748072.4920239,5822501.524821391,202601
110,2,202601,2025,202401,202501,202601-110,737622059.3779864,0.6315569999999999,0.686693,1.604784,0.834436992,319896191.5286874,52962975.71723361,427693036.592428,9231737.356672073,202601
110,1,202601,2026,202501,202601,202601-110,122270613.17462322,0.950877,0.686693,1.604784,0.834436992,79837890.46623494,13218201.29796438,106741220.16102698,2304005.034798729,202601
100,5,202601,2022,202101,202201,202601-100,87416758.47986665,0.0,0.0163,0.2145,0.609878848,0.0,0.0,0.0,0.0,202601
100,4,202601,2023,202201,202301,202601-100,82863926.43384373,0.3648,0.0163,0.2145,0.609878848,492728.7939179789,192223.9247068525,5991340.303959719,129322.84458329472,202601
100,3,202601,2024,202301,202401,202601-100,82587532.57543296,0.6938,0.0163,0.2145,0.609878848,933977.4506436166,364364.3589871109,11356707.405985571,245134.0822472665,202601
100,2,202601,2025,202401,202501,202601-100,29675633.673017155,0.863,0.0163,0.2145,0.609878848,417444.171314965,162853.8010090795,5075916.242615096,109563.45225920368,202601
100,1,202601,2026,202501,202601,202601-100,3038200.175198362,0.9343,0.0163,0.2145,0.609878848,46269.02390611163,18050.52490816781,562608.6219749278,12143.88495555808,202601
39,5,202601,2022,202101,202201,202601-39,0.0,0.0,0.1063,0.2238,0.99549817,0.0,0.0,0.0,0.0,202601
39,4,202601,2023,202201,202301,202601-39,252817237.35,0.9718,0.1063,0.2238,0.99549817,26116612.2105904,117572.5483480032,28868315.472665768,623121.4529386174,202601
39,3,202601,2024,202301,202401,202601-39,322240408.086356,0.9982,0.1063,0.2238,0.99549817,34192497.8998964,153928.81282069196,37795094.103836566,815805.6182472383,202601
39,2,202601,2025,202401,202501,202601-39,518426638.2984824,0.9998,0.1063,0.2238,0.99549817,55097729.900798455,248040.6133993137,60902946.97407166,1314587.712700464,202601
39,1,202601,2026,202501,202601,202601-39,249628061.38182437,0.9998,0.1063,0.2238,0.99549817,26530155.832302958,119434.25143053746,29325430.95292189,632988.2725834155,202601
10,10,202602,2017,201602,201702,202602-10,420815991.37808657,0.0,0.8561,1.226518,0.955551279,0.0,0.0,0.0,0.0,202602
10,9,202602,2018,201702,201802,202602-10,681365099.1813287,0.0021459999999999,0.8561,1.226518,0.955551279,1251797.5553839938,55640.80028774515,541628.7196241423,11691.034589290255,202602
10,8,202602,2019,201802,201902,202602-10,335042572.1150588,0.004036,0.8561,1.226518,0.955551279,1157645.6620063758,51455.86904738166,500891.006692066,10811.712659485684,202602
10,7,202602,2020,201902,202002,202602-10,382625875.9964718,0.0072919999999999,0.8561,1.226518,0.955551279,2388611.3627166944,106170.72003882407,1033506.1835706024,22308.190283473115,202602
10,6,202602,2021,202002,202102,202602-10,594007063.1854708,-0.003389,0.8561,1.226518,0.955551279,-1723406.2951817974,-76603.2055841793,-745684.7483338992,-16095.575935351915,202602
10,5,202602,2022,202102,202202,202602-10,699271637.9334905,0.0134779999999999,0.8561,1.226518,0.955551279,8068556.842787454,358637.0319777001,3491109.3196958806,75355.45722147275,202602
10,4,202602,2023,202202,202302,202602-10,804121864.7029507,0.045721,0.8561,1.226518,0.955551279,31474735.469905183,1399011.7354506184,13618512.514065342,293955.0564584267,202602
10,3,202602,2024,202302,202402,202602-10,935882279.7834828,0.125059,0.8561,1.226518,0.955551279,100198373.78569362,4453689.561054006,43353908.68000124,935792.4120245144,202602
10,2,202602,2025,202402,202502,202602-10,638241735.965317,0.360863,0.8561,1.226518,0.955551279,197175092.17895487,8764180.660411641,85313869.05121377,1841496.5046832457,202602
10,1,202602,2026,202502,202602,202602-10,385274691.9817064,0.896356,0.8561,1.226518,0.955551279,295648383.5540776,13141192.514696172,127921367.75999802,2761177.6868650285,202602
31,10,202602,2017,201602,201702,202602-31,12488467.67627,0.0,0.487932,3.096232,0.623312554,0.0,0.0,0.0,0.0,202602
31,9,202602,2018,201702,201802,202602-31,18776538.50022538,0.0260399999999999,0.487932,3.096232,0.623312554,238569.99053013045,89866.32042503904,1275304.9734383875,27527.40764320708,202602
31,8,202602,2019,201802,201902,202602-31,14241849.810925797,0.012348,0.487932,3.096232,0.623312554,85806.92202649266,32322.390307280664,458691.3642099736,9900.835037899838,202602
31,7,202602,2020,201902,202002,202602-31,23941077.65398819,0.0295459999999999,0.487932,3.096232,0.623312554,345145.08252852544,130011.81963712948,1845015.1225153364,39824.57878167681,202602
31,6,202602,2021,202002,202102,202602-31,13900130.083687134,0.062265,0.487932,3.096232,0.623312554,422301.0472056835,159075.50291503436,2257461.7393952115,48727.22276910144,202602
31,5,202602,2022,202102,202202,202602-31,27585524.58437975,0.033663,0.487932,3.096232,0.623312554,453099.27329002233,170676.80804007454,2422097.4121852336,52280.87728460587,202602
31,4,202602,2023,202202,202302,202602-31,41278273.18364761,0.0191989999999999,0.487932,3.096232,0.623312554,386686.8745176444,145660.09116377393,2067081.8368222865,44617.88006727739,202602
31,3,202602,2024,202302,202402,202602-31,52814473.56874375,-0.0207079999999999,0.487932,3.096232,0.623312554,-533642.503522764,-201016.431729036,-2852651.0701049026,-61574.36104000445,202602
31,2,202602,2025,202402,202502,202602-31,52233432.650852434,0.612436,0.487932,3.096232,0.623312554,15608766.369621232,5879626.338983314,83438563.82012875,1801018.1151006068,202602
31,1,202602,2026,202502,202602,202602-31,2220562.399756247,0.9793,0.487932,3.096232,0.623312554,1061055.3453641213,399686.2281098588,5672000.724103437,122429.91232442194,202602
35,10,202602,2017,201602,201702,202602-35,-44867273.62880002,0.0,0.893808,1.211719,0.991118599,-0.0,-0.0,-0.0,-0.0,202602
35,9,202602,2018,201702,201802,202602-35,130460783.24279995,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,8,202602,2019,201802,201902,202602-35,852474.3778,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,7,202602,2020,201902,202002,202602-35,22276730.702,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,6,202602,2021,202002,202102,202602-35,37658338.697,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,5,202602,2022,202102,202202,202602-35,125802916.026144,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,4,202602,2023,202202,202302,202602-35,73957854.77593999,0.0,0.893808,1.211719,0.991118599,0.0,0.0,0.0,0.0,202602
35,3,202602,2024,202302,202402,202602-35,129104855.79391344,0.005433,0.893808,1.211719,0.991118599,626940.7793634775,5568.112464779575,222991.25775135428,4813.257519448972,202602
35,2,202602,2025,202402,202502,202602-35,105773191.7097346,0.018097,0.893808,1.211719,0.991118599,1710907.1185612658,15195.252193697164,608538.0674249172,13135.270227364505,202602
35,1,202602,2026,202502,202602,202602-35,44582178.67126912,0.809055,0.893808,1.211719,0.991118599,32239149.169569515,286328.8116737642,11466870.01195672,247511.9377600775,202602
40,10,202602,2017,201602,201702,202602-40,67142544.91751447,0.0,0.508734,1.482714,0.66622296,0.0,0.0,0.0,0.0,202602
40,9,202602,2018,201702,201802,202602-40,99526610.25984432,0.0313989999999999,0.508734,1.482714,0.66622296,1589812.0825089074,530642.7710560588,3043722.597903867,65698.63244510343,202602
40,8,202602,2019,201802,201902,202602-40,84395091.05099416,0.0424219999999999,0.508734,1.482714,0.66622296,1821373.8177807403,607932.7616323548,3487051.5260275225,75267.86990489563,202602
40,7,202602,2020,201902,202002,202602-40,144957110.0119399,0.0544249999999999,0.508734,1.482714,0.66622296,4013550.421282011,1339630.9795062626,7684011.368063179,165859.08286190138,202602
40,6,202602,2021,202002,202102,202602-40,273500566.3788986,0.0734399999999999,0.508734,1.482714,0.66622296,10218370.887282714,3410657.588379397,19563246.95576788,422271.91533976217,202602
40,5,202602,2022,202102,202202,202602-40,337167036.8795922,0.0966979999999999,0.508734,1.482714,0.66622296,16586446.97069788,5536175.173996504,31755038.233183395,685431.2500747859,202602
40,4,202602,2023,202202,202302,202602-40,352380346.1232163,0.11621,0.508734,1.482714,0.66622296,20832718.359770183,6953483.069277748,39884597.89998107,860907.4754237382,202602
40,3,202602,2024,202302,202402,202602-40,396214922.4484152,0.406235,0.508734,1.482714,0.66622296,81883977.43744393,27330991.612496816,156768284.2989099,3383837.244661039,202602
40,2,202602,2025,202402,202502,202602-40,270954864.13877845,0.720372,0.508734,1.482714,0.66622296,99298923.2840889,33143700.688950267,190109497.89130843,4103506.027417128,202602
40,1,202602,2026,202502,202602,202602-40,110206662.46118686,0.966221,0.508734,1.482714,0.66622296,54172026.98767617,18081378.818746667,103713278.14822055,2238647.025661676,202602
50,10,202602,2017,201602,201702,202602-50,225761233.0307588,0.0,0.716669,1.2724,0.858942649,0.0,0.0,0.0,0.0,202602
50,9,202602,2018,201702,201802,202602-50,310970223.39094114,0.000506,0.716669,1.2724,0.858942649,112768.5358278468,15906.830940024667,87444.79136692829,1887.492378974027,202602
50,8,202602,2019,201802,201902,202602-50,354957142.803254,-0.004108,0.716669,1.2724,0.858942649,-1045020.894604833,-147407.87913260798,-810346.9060049177,-17491.306062946725,202602
50,7,202602,2020,201902,202002,202602-50,414316508.3735089,0.02461,0.716669,1.2724,0.858942649,7307393.102369945,1030761.5137359764,5666416.262142149,122309.37193284652,202602
50,6,202602,2021,202002,202102,202602-50,635121963.1688503,0.0757499999999999,0.716669,1.2724,0.858942649,34479295.83333594,4863558.134595707,26736490.00131946,577106.0840690809,202602
50,5,202602,2022,202102,202202,202602-50,706108039.4468005,0.093771,0.716669,1.2724,0.858942649,47452415.32205853,6693512.00388139,36796314.92270896,794247.0089443033,202602
50,4,202602,2023,202202,202302,202602-50,1090413127.172058,0.203563,0.716669,1.2724,0.858942649,159077417.89946738,22439039.172818866,123354369.34859596,2662599.205956581,202602
50,3,202602,2024,202302,202402,202602-50,1127424192.2758603,0.355934,0.716669,1.2724,0.858942649,287591101.43175894,40566838.93913624,223008516.33009496,4813630.045191623,202602
50,2,202602,2025,202402,202502,202602-50,1324619787.4351342,0.581163,0.716669,1.2724,0.858942649,551706136.4063903,77822206.13193011,427812843.7134294,9234323.38866211,202602
50,1,202602,2026,202502,202602,202602-50,275246096.0259775,0.909636,0.716669,1.2724,0.858942649,179435110.63212657,25310641.38215972,139140458.798556,3003341.3252392947,202602
60,10,202602,2017,201602,201702,202602-60,615703507.674726,0.0,0.4985,0.712008,0.766252133,0.0,0.0,0.0,0.0,202602
60,9,202602,2018,201702,201802,202602-60,825537446.253634,0.000167,0.4985,0.712008,0.766252133,68725.57963190351,16064.457647296096,29435.227795483363,635.3582331074288,202602
60,8,202602,2019,201802,201902,202602-60,1173281882.4521296,0.0029109999999999,0.4985,0.712008,0.766252133,1702588.6445693455,397976.4640465058,729220.2534096526,15740.190460615397,202602
60,7,202602,2020,201902,202002,202602-60,1753336817.2376444,0.0130449999999999,0.4985,0.712008,0.766252133,11401830.972261216,2665153.669660596,4883414.497944929,105408.30967924705,202602
60,6,202602,2021,202002,202102,202602-60,2443727368.882825,0.007526,0.4985,0.712008,0.766252133,9168158.850838792,2143037.5757007394,3926730.711985735,84758.32782373624,202602
60,5,202602,2022,202102,202202,202602-60,3319120841.92415,0.0493249999999999,0.4985,0.712008,0.766252133,81612244.3106624,19076688.028700225,34954597.91029269,754493.619739269,202602
60,4,202602,2023,202202,202302,202602-60,3811865718.09739,0.121392,0.4985,0.712008,0.766252133,230670906.6207624,53918832.4015594,98796557.53417398,2132519.8047776287,202602
60,3,202602,2024,202302,202402,202602-60,4435578485.700621,0.303976,0.4985,0.712008,0.766252133,672132238.776012,157109477.15582752,287874844.6069985,6213767.187276311,202602
60,2,202602,2025,202402,202502,202602-60,2730032612.54233,0.613316,0.4985,0.712008,0.766252133,834674781.8743147,195103449.90181136,357491962.54447573,7716449.937146999,202602
60,1,202602,2026,202502,202602,202602-60,706375884.4421045,0.924055,0.4985,0.712008,0.766252133,325385988.6972272,76058280.80966298,139363112.68759793,3008147.300668433,202602
80,10,202602,2017,201602,201702,202602-80,126764776.88608,0.0,1.343187,2.975296,0.916708906,0.0,0.0,0.0,0.0,202602
80,9,202602,2018,201702,201802,202602-80,188612389.72032,1.0000000000287557e-06,1.343187,2.975296,0.916708906,253.34170991855245,21.101108174946887,307.83597878289385,6.644627482597798,202602
80,8,202602,2019,201802,201902,202602-80,266971056.94748515,0.0107639999999999,1.343187,2.975296,0.916708906,3859884.859225261,321494.032638908,4690153.208529626,101236.7723558698,202602
80,7,202602,2020,201902,202002,202602-80,442609448.21339256,0.01119,1.343187,2.975296,0.916708906,6652536.204905749,554097.0183812081,8083509.007198938,174482.2236745175,202602
80,6,202602,2021,202002,202102,202602-80,448784064.5794516,0.0126579999999999,1.343187,2.975296,0.916708906,7630254.062451809,635532.2083595556,9271535.778424123,200125.73475907516,202602
80,5,202602,2022,202102,202202,202602-80,728272145.7194602,0.0167589999999999,1.343187,2.975296,0.916708906,16393748.967531418,1365453.2862670624,19920074.59396848,429974.0258621009,202602
